iter	Passed	Remaining
0	14	56749
1	34	69304
2	57	76166
3	74	74777
4	93	75072
5	110	73316
6	129	73768
7	151	75595
8	177	78523
9	203	81323
10	226	82258
11	246	81910
12	269	82612
13	289	82320
14	309	82324
15	332	82685
16	356	83595
17	376	83331
18	397	83206
19	419	83382
20	440	83455
21	459	83085
22	480	83005
23	503	83375
24	524	83356
25	546	83505
26	566	83339
27	588	83552
28	609	83501
29	630	83400
30	653	83674
31	673	83570
32	694	83524
33	716	83580
34	737	83599
35	759	83608
36	780	83602
37	802	83663
38	822	83496
39	841	83308
40	860	83054
41	881	83109
42	902	83093
43	924	83150
44	947	83251
45	968	83209
46	991	83364
47	1009	83105
48	1029	83002
49	1050	83001
50	1070	82854
51	1089	82720
52	1109	82653
53	1130	82640
54	1151	82580
55	1171	82485
56	1191	82396
57	1212	82398
58	1235	82505
59	1255	82470
60	1276	82414
61	1298	82447
62	1318	82419
63	1339	82353
64	1359	82315
65	1380	82297
66	1401	82290
67	1422	82258
68	1443	82229
69	1465	82262
70	1486	82244
71	1507	82221
72	1530	82318
73	1552	82347
74	1573	82322
75	1597	82457
76	1620	82541
77	1640	82507
78	1662	82506
79	1682	82463
80	1704	82491
81	1728	82584
82	1748	82532
83	1770	82522
84	1791	82527
85	1814	82560
86	1836	82587
87	1858	82604
88	1881	82658
89	1902	82660
90	1925	82709
91	1947	82725
92	1968	82690
93	1998	83024
94	2021	83083
95	2042	83078
96	2067	83210
97	2089	83196
98	2113	83279
99	2137	83364
100	2160	83399
101	2182	83410
102	2203	83370
103	2221	83213
104	2243	83239
105	2265	83220
106	2285	83149
107	2306	83119
108	2329	83161
109	2351	83154
110	2373	83157
111	2395	83164
112	2416	83132
113	2439	83151
114	2461	83148
115	2483	83140
116	2506	83199
117	2531	83267
118	2552	83242
119	2574	83227
120	2594	83183
121	2614	83116
122	2635	83063
123	2656	83041
124	2679	83055
125	2700	83031
126	2724	83087
127	2747	83107
128	2769	83109
129	2792	83120
130	2816	83183
131	2837	83160
132	2860	83170
133	2883	83178
134	2904	83166
135	2930	83251
136	2957	83390
137	2980	83414
138	3006	83507
139	3030	83547
140	3051	83512
141	3078	83638
142	3103	83703
143	3127	83734
144	3150	83750
145	3173	83776
146	3196	83776
147	3220	83823
148	3244	83852
149	3268	83899
150	3291	83891
151	3317	83980
152	3339	83964
153	3362	83977
154	3387	84025
155	3409	84021
156	3431	83985
157	3453	83966
158	3476	83984
159	3499	83987
160	3525	84056
161	3545	84002
162	3568	84013
163	3590	83977
164	3611	83944
165	3634	83945
166	3656	83915
167	3676	83858
168	3697	83822
169	3721	83838
170	3742	83802
171	3764	83783
172	3788	83797
173	3809	83772
174	3831	83746
175	3853	83726
176	3873	83660
177	3895	83637
178	3916	83613
179	3939	83604
180	3961	83577
181	3983	83571
182	4004	83522
183	4024	83472
184	4047	83471
185	4070	83468
186	4081	83222
187	4102	83182
188	4123	83145
189	4145	83121
190	4167	83117
191	4190	83118
192	4213	83106
193	4235	83101
194	4258	83094
195	4288	83226
196	4312	83248
197	4337	83284
198	4358	83249
199	4382	83268
200	4405	83272
201	4429	83290
202	4453	83301
203	4477	83310
204	4498	83285
205	4523	83309
206	4544	83269
207	4568	83287
208	4592	83301
209	4612	83244
210	4633	83212
211	4655	83192
212	4678	83174
213	4701	83173
214	4722	83144
215	4744	83115
216	4767	83104
217	4787	83053
218	4808	83013
219	4832	83025
220	4857	83059
221	4882	83081
222	4902	83027
223	4923	82996
224	4945	82974
225	4966	82937
226	4986	82888
227	5008	82865
228	5032	82876
229	5051	82805
230	5071	82753
231	5093	82726
232	5114	82690
233	5142	82756
234	5163	82722
235	5185	82699
236	5205	82645
237	5225	82601
238	5249	82611
239	5270	82576
240	5293	82564
241	5314	82529
242	5339	82549
243	5363	82566
244	5386	82561
245	5409	82553
246	5432	82548
