iter	Passed	Remaining
0	11	55791
1	17	43469
2	23	39885
3	36	45756
4	41	41247
5	49	41071
6	61	43594
7	70	44026
8	78	43620
9	90	45187
10	98	44705
11	110	45829
12	117	45200
13	131	46887
14	144	48002
15	160	49965
16	169	49741
17	185	51375
18	197	51729
19	211	52743
20	224	53195
21	238	53858
22	251	54401
23	263	54581
24	275	54892
25	289	55361
26	303	55917
27	315	55962
28	328	56347
29	342	56816
30	355	56999
31	368	57155
32	381	57484
33	388	56714
34	400	56794
35	410	56622
36	421	56553
37	433	56592
38	441	56178
39	454	56391
40	468	56632
41	472	55795
42	483	55791
43	488	55074
44	502	55333
45	510	55015
46	522	55022
47	534	55138
48	547	55305
49	560	55440
50	574	55724
51	587	55888
52	602	56209
53	611	56027
54	624	56144
55	636	56224
56	649	56300
57	661	56366
58	673	56417
59	687	56607
60	700	56681
61	713	56820
62	726	56946
63	736	56808
64	749	56872
65	761	56931
66	773	56955
67	784	56880
68	790	56514
69	802	56554
70	813	56464
71	821	56213
72	834	56294
73	846	56379
74	858	56353
75	872	56501
76	885	56611
77	899	56775
78	910	56696
79	922	56740
80	936	56854
81	949	56963
82	954	56548
83	968	56687
84	977	56503
85	989	56553
86	1003	56695
87	1018	56853
88	1029	56829
89	1044	56968
90	1057	57033
91	1072	57206
92	1086	57328
93	1100	57420
94	1111	57397
95	1120	57239
96	1134	57329
97	1146	57349
98	1155	57182
99	1168	57250
100	1177	57093
101	1190	57146
102	1203	57236
103	1219	57394
104	1231	57404
105	1242	57351
106	1246	57014
107	1264	57277
108	1272	57089
109	1298	57721
110	1318	58057
111	1329	58004
112	1343	58110
113	1355	58081
114	1368	58132
115	1382	58218
116	1396	58271
117	1410	58366
118	1424	58417
119	1438	58516
120	1450	58479
121	1464	58546
122	1472	58365
123	1485	58400
124	1500	58515
125	1515	58617
126	1526	58557
127	1533	58374
128	1547	58428
129	1561	58503
130	1571	58395
131	1580	58285
132	1593	58294
133	1610	58498
134	1623	58507
135	1636	58528
136	1642	58293
137	1654	58307
138	1667	58303
139	1682	58413
140	1690	58241
141	1699	58148
142	1711	58129
143	1723	58129
144	1736	58146
145	1744	57991
146	1756	57994
147	1764	57861
148	1775	57806
149	1789	57874
150	1804	57936
151	1817	57980
152	1831	58007
153	1844	58047
154	1858	58082
155	1871	58119
156	1883	58100
157	1896	58105
158	1908	58098
159	1922	58147
160	1936	58208
161	1948	58197
162	1961	58214
163	1975	58264
164	1989	58304
165	2003	58341
166	2016	58347
167	2028	58346
168	2042	58385
169	2054	58373
170	2066	58349
171	2074	58217
172	2086	58214
173	2098	58202
174	2106	58085
175	2117	58048
176	2129	58037
177	2135	57850
178	2147	57830
179	2152	57642
180	2164	57626
181	2170	57450
182	2181	57422
183	2193	57412
184	2205	57402
185	2217	57382
186	2227	57340
187	2237	57265
188	2248	57241
189	2260	57228
190	2270	57171
191	2274	56965
192	2283	56864
193	2294	56835
194	2313	57015
195	2326	57013
196	2338	57023
197	2343	56839
198	2356	56854
199	2369	56870
200	2378	56786
201	2385	56668
202	2401	56749
203	2415	56795
204	2422	56672
205	2434	56662
206	2447	56662
207	2456	56583
208	2470	56633
209	2484	56665
210	2500	56750
211	2514	56790
212	2528	56819
213	2541	56838
214	2555	56883
215	2570	56941
216	2584	56959
217	2598	56993
218	2611	57015
219	2618	56896
220	2626	56797
221	2640	56836
222	2655	56875
223	2665	56836
224	2673	56743
225	2685	56729
226	2698	56735
227	2709	56699
228	2723	56732
229	2736	56749
230	2750	56774
231	2762	56778
232	2774	56770
233	2785	56738
234	2798	56740
235	2810	56726
236	2822	56733
237	2836	56752
238	2849	56759
239	2863	56800
240	2876	56804
241	2889	56811
242	2903	56834
243	2916	56844
244	2920	56688
245	2933	56689
246	2947	56710
247	2959	56703
248	2971	56702
249	2978	56584
250	2991	56607
251	3004	56610
252	3018	56633
253	3031	56643
254	3044	56648
255	3057	56654
256	3067	56606
257	3073	56499
258	3086	56505
259	3099	56512
260	3108	56441
261	3121	56444
262	3135	56469
263	3148	56477
264	3157	56412
265	3164	56318
266	3177	56320
267	3189	56315
268	3201	56304
269	3214	56310
270	3226	56302
271	3236	56253
272	3249	56269
273	3262	56264
274	3270	56185
275	3275	56068
276	3287	56059
277	3298	56024
278	3310	56024
279	3322	56005
280	3334	55999
281	3347	56006
282	3360	56015
283	3372	56004
284	3377	55873
285	3385	55804
286	3398	55813
287	3407	55749
288	3414	55652
289	3426	55657
290	3438	55648
291	3450	55639
292	3464	55659
293	3474	55607
294	3484	55571
295	3498	55591
296	3509	55576
297	3523	55592
298	3536	55605
299	3551	55634
300	3565	55668
301	3573	55594
302	3586	55590
303	3600	55615
304	3614	55641
305	3628	55665
306	3642	55685
307	3656	55697
308	3668	55698
309	3682	55710
310	3696	55728
311	3707	55710
312	3720	55714
313	3733	55717
314	3746	55715
315	3751	55600
316	3763	55596
317	3775	55587
318	3787	55578
319	3794	55500
320	3807	55497
321	3811	55378
322	3823	55365
323	3835	55361
324	3849	55367
325	3863	55388
326	3873	55355
327	3885	55350
328	3897	55328
329	3910	55335
330	3922	55331
331	3935	55332
332	3948	55332
333	3961	55341
334	3973	55332
335	3985	55320
336	3997	55313
337	4012	55346
338	4024	55339
339	4034	55299
340	4046	55280
341	4057	55263
342	4065	55199
343	4076	55178
344	4088	55171
345	4101	55162
346	4113	55153
347	4124	55138
348	4132	55073
349	4138	54980
350	4149	54958
351	4161	54949
352	4173	54940
353	4185	54932
354	4197	54925
355	4209	54916
356	4221	54903
357	4237	54939
358	4265	55137
359	4281	55180
360	4293	55169
361	4304	55156
362	4316	55140
363	4328	55124
364	4340	55115
