iter	Logloss
0	0.6920055133
1	0.6909502129
2	0.6898662371
3	0.6884337343
4	0.6873754217
5	0.6862427994
6	0.6852463149
7	0.6844760841
8	0.6835237714
9	0.6822214183
10	0.681016154
11	0.6798661709
12	0.6787101012
13	0.6773419077
14	0.6759484382
15	0.674882596
16	0.67392073
17	0.6725581061
18	0.6709836538
19	0.6699173672
20	0.6683308485
21	0.6670298949
22	0.6658189321
23	0.6648040136
24	0.6634062805
25	0.6621634636
26	0.6612535574
27	0.6600149706
28	0.6589671843
29	0.6579313999
30	0.6567692222
31	0.6555658227
32	0.6546500267
33	0.6532798535
34	0.6522373316
35	0.6508551795
36	0.649664123
37	0.6484727836
38	0.6474810942
39	0.6464696671
40	0.6454774673
41	0.6441085027
42	0.6430794548
43	0.641970738
44	0.6408518395
45	0.6398503229
46	0.6388468779
47	0.6378703191
48	0.6366404319
49	0.6355214309
50	0.6345717836
51	0.6336248336
52	0.6324598803
53	0.6312942449
54	0.630340777
55	0.6291174533
56	0.6281915561
57	0.6271400669
58	0.6260869186
59	0.625027612
60	0.6240238678
61	0.6228662869
62	0.6219300865
63	0.6209458756
64	0.6198052278
65	0.6188716869
66	0.6180078009
67	0.6170693534
68	0.6160386894
69	0.6154772776
70	0.6146280601
71	0.6136957013
72	0.6127414602
73	0.6118976629
74	0.6109236251
75	0.610005852
76	0.6089850198
77	0.6081440214
78	0.6071930472
79	0.606364785
80	0.6054196242
81	0.6044611558
82	0.6038892953
83	0.6028333585
84	0.6017999403
85	0.6009586064
86	0.5999926229
87	0.5992072777
88	0.5982781453
89	0.5974823378
90	0.5965534904
91	0.5958095155
92	0.5949031828
93	0.5942398808
94	0.5933509408
95	0.5925039468
96	0.5915741295
97	0.5907908578
98	0.5900893931
99	0.589354204
100	0.5886561588
101	0.5877367995
102	0.5867716328
103	0.5860151834
104	0.5850118151
105	0.5840862386
106	0.5830873399
107	0.5824830592
108	0.5818612449
109	0.5811577929
110	0.5804425194
111	0.5794461466
112	0.5787455701
113	0.5780544528
114	0.5770275127
115	0.576272038
116	0.5755016414
117	0.5747282555
118	0.5739353064
119	0.573221273
120	0.5722663706
121	0.5714840794
122	0.5710547222
123	0.5700392371
124	0.5691946755
125	0.5685077402
126	0.56779761
127	0.5671153289
128	0.5665217962
129	0.5657887986
130	0.5653233824
131	0.5648413711
132	0.5642709652
133	0.5636417668
134	0.5627882499
135	0.5619559876
136	0.5613646091
137	0.5606098058
138	0.5598703661
139	0.5592472289
140	0.5586117014
141	0.5580076958
142	0.5572060571
143	0.5566618401
144	0.5561213053
145	0.5553519797
146	0.5546090499
147	0.5538939194
148	0.5531183603
149	0.552436347
150	0.5519847341
151	0.5512719207
152	0.5505205518
153	0.5499969507
154	0.5490801957
155	0.548230196
156	0.5478683582
157	0.5471096571
158	0.5464817784
159	0.5458633783
160	0.5449795374
161	0.5442387849
162	0.5435603029
163	0.5432112023
164	0.5426031635
165	0.5419258231
166	0.5412801364
167	0.5405940361
168	0.5400534192
169	0.5397147526
170	0.538938283
171	0.5385106256
172	0.5380785335
173	0.5372351643
174	0.5364262232
175	0.535712883
176	0.5351677701
177	0.5344954048
178	0.5338822631
179	0.5330178642
180	0.5324402501
181	0.5316684284
182	0.530959473
183	0.5304840209
184	0.5298361817
185	0.5291766385
186	0.5285389103
187	0.5280498253
188	0.5273940789
189	0.5269118652
190	0.5263227236
191	0.5256979254
192	0.5251934197
193	0.5244090483
194	0.5236261324
195	0.5231181424
196	0.522664351
197	0.5222484487
198	0.5217344214
199	0.5211407754
200	0.5208099834
201	0.5205224233
202	0.5199908411
203	0.5193208675
204	0.5189042913
205	0.5185104077
206	0.5178676612
207	0.5171196428
208	0.5163600836
209	0.5159187429
210	0.5152436097
211	0.5146462676
212	0.5141171184
213	0.5138301479
214	0.5134561912
215	0.5128273384
216	0.5122092888
217	0.5116179887
218	0.5110029926
219	0.5105187956
220	0.5101586059
221	0.5096071583
222	0.5089596526
223	0.5084162366
224	0.5079052188
225	0.507319577
226	0.5069282112
227	0.5063210464
228	0.5057833941
229	0.5053609997
230	0.504843709
231	0.5042125775
232	0.5036637238
233	0.5030544085
234	0.502548195
235	0.5019586067
236	0.5012582975
237	0.5010191747
238	0.5004137553
239	0.4998456804
240	0.4994655214
241	0.4989327215
242	0.4984111079
243	0.4978245612
244	0.4971983925
245	0.4964800003
246	0.4959626111
247	0.4954732597
248	0.4949191892
249	0.4943075169
250	0.4940785359
251	0.4935550545
252	0.4930569143
253	0.4924079813
254	0.4918138148
255	0.4913864435
256	0.4908441125
257	0.4904457416
258	0.4899812646
259	0.4896406767
260	0.4892735886
261	0.4887433259
262	0.4882496069
263	0.487790685
264	0.4873638561
265	0.4868684228
266	0.4864362084
267	0.4858996673
268	0.4858036183
269	0.4853833407
270	0.4849364471
271	0.4845104273
272	0.4840529829
273	0.4835709918
274	0.4831342238
275	0.4828563687
276	0.4824855206
277	0.4820580493
278	0.4817628387
279	0.4813254251
280	0.4810101312
281	0.4805149872
282	0.4800440294
283	0.4796795686
284	0.479130256
285	0.478663153
286	0.4781079112
287	0.4776280553
288	0.4774428291
289	0.477049673
290	0.4767774604
291	0.4764404469
292	0.476014613
293	0.4757579384
294	0.4753039131
295	0.4747914198
296	0.4742949103
297	0.474023753
298	0.473607571
299	0.473147434
300	0.472690958
301	0.4723406936
302	0.4721680997
303	0.4715745332
304	0.4714036
305	0.4709764554
306	0.4708070967
307	0.4706384692
308	0.4704705695
309	0.4698713954
310	0.4695620121
311	0.4691766849
312	0.4690120495
313	0.4686990632
314	0.4685131289
315	0.4680397419
316	0.4675683104
317	0.4671607893
318	0.466793986
319	0.4663621738
320	0.4658883631
321	0.465482392
322	0.4649905843
323	0.4645546447
324	0.4641554076
325	0.4636963455
326	0.4633564103
327	0.462965042
328	0.4628133363
329	0.4623707631
330	0.4621152327
331	0.4617425039
332	0.4613045752
333	0.4608974313
334	0.4604747804
335	0.4600949355
336	0.4597671895
337	0.4593522817
338	0.4588304273
339	0.4586871079
340	0.4583595408
341	0.4580786917
342	0.4577650238
343	0.4575054677
344	0.4573655636
345	0.457060385
346	0.4566973725
347	0.4563988671
348	0.4560254564
349	0.4558743401
350	0.4557380321
351	0.4554219432
352	0.4551960122
353	0.4547562818
354	0.4544022503
355	0.4541076791
356	0.4537549836
357	0.4535220017
358	0.4531274168
359	0.4527849381
360	0.4523312636
361	0.4519503191
362	0.4516965474
363	0.45134171
364	0.4509713299
365	0.4508287437
366	0.4504622163
367	0.4502080784
368	0.4500696627
369	0.4496224922
370	0.4492893022
371	0.4490212299
372	0.4485410592
373	0.4481100432
374	0.4478257577
375	0.4477055388
376	0.4474291383
377	0.4471923645
378	0.4468634117
379	0.4465340471
380	0.4464166458
381	0.4460712979
382	0.4459550325
383	0.4455628163
384	0.4451040707
385	0.444759175
386	0.4444777001
387	0.4441280181
388	0.4438609723
389	0.4436209747
390	0.4434237524
391	0.4430728063
392	0.4428116843
393	0.4426065495
394	0.4424970195
395	0.4423879582
396	0.4420822373
397	0.4418261616
398	0.4416372921
399	0.4413710744
400	0.4410479057
401	0.4407023161
402	0.4404554129
403	0.4403313199
404	0.4401773936
405	0.4399320354
406	0.439774013
407	0.4395916166
408	0.4394890794
409	0.4391393069
410	0.4387866721
411	0.4386855836
412	0.4385188918
413	0.4383064661
414	0.4380381489
415	0.4378129703
416	0.4375818439
417	0.437234079
418	0.4370091055
419	0.4365891367
420	0.4363362013
421	0.4360823437
422	0.4357497329
423	0.4354887303
424	0.4351173398
425	0.4349157511
426	0.4346570216
427	0.4343259582
428	0.4341311931
429	0.4338569811
430	0.4336165053
431	0.433512697
432	0.4331012833
433	0.4328898709
434	0.4325814287
435	0.4322653822
436	0.4319185586
437	0.4317547472
438	0.4314684847
439	0.4312788679
440	0.4310403856
441	0.4309337709
442	0.430811519
443	0.4304606211
444	0.430373323
445	0.4302138187
446	0.4299899217
447	0.4296854457
448	0.4295005487
449	0.429258802
450	0.4290056388
451	0.4285601779
452	0.4283686269
453	0.4281335873
454	0.4278882931
455	0.4277198828
456	0.4276194951
457	0.427526901
458	0.4273088275
459	0.4271668619
460	0.4268921095
461	0.426633007
462	0.4265257332
463	0.4262252076
464	0.42594994
465	0.4257693776
