iter	Passed	Remaining
0	4	2134
1	7	1938
2	11	1854
3	14	1831
4	18	1795
5	21	1794
6	25	1793
7	28	1772
8	32	1772
9	36	1780
10	39	1773
11	43	1762
12	46	1753
13	50	1754
14	54	1750
15	57	1745
16	61	1740
17	64	1734
18	68	1729
19	71	1725
20	75	1719
21	78	1712
22	82	1707
23	85	1703
24	89	1699
25	92	1695
26	96	1689
27	100	1691
28	103	1686
29	107	1681
30	110	1676
31	114	1672
32	118	1672
33	121	1671
34	125	1666
35	129	1666
36	132	1664
37	136	1659
38	139	1654
39	143	1650
40	147	1650
41	151	1650
42	155	1647
43	158	1644
44	162	1643
45	166	1639
46	169	1637
47	173	1632
48	177	1630
49	180	1627
50	184	1622
51	187	1617
52	191	1612
53	194	1609
54	198	1605
55	202	1601
56	205	1596
57	209	1594
58	212	1591
59	216	1588
60	220	1584
61	223	1580
62	227	1577
63	231	1574
64	234	1570
65	238	1566
66	241	1563
67	245	1559
68	249	1555
69	252	1552
70	256	1548
71	259	1544
72	263	1540
73	266	1536
74	271	1536
75	274	1532
76	278	1528
77	282	1526
78	285	1523
79	289	1520
80	293	1518
81	297	1515
82	300	1511
83	304	1507
84	307	1503
85	311	1499
86	315	1496
87	319	1493
88	322	1490
89	326	1485
90	329	1482
91	333	1479
92	337	1475
93	340	1471
94	344	1470
95	348	1468
96	352	1464
97	356	1461
98	360	1458
99	363	1455
100	367	1451
101	371	1448
102	374	1445
103	378	1441
104	382	1440
105	386	1436
106	390	1433
107	394	1430
108	397	1427
109	401	1423
110	405	1420
111	409	1417
112	413	1414
113	416	1411
114	420	1407
115	424	1404
116	428	1401
117	431	1397
118	435	1395
119	439	1391
120	443	1388
121	447	1385
122	451	1382
123	455	1379
124	459	1377
125	463	1375
126	467	1372
127	470	1368
128	475	1366
129	479	1363
130	482	1359
131	486	1356
132	490	1352
133	494	1349
134	497	1345
135	501	1342
136	505	1339
137	509	1336
138	513	1332
139	516	1328
140	520	1325
141	524	1321
142	528	1318
143	531	1314
144	535	1312
145	541	1313
146	545	1310
147	550	1308
148	554	1306
149	558	1302
150	562	1299
151	565	1295
152	570	1294
153	575	1291
154	578	1288
155	582	1285
156	586	1281
157	590	1278
158	594	1274
159	597	1270
160	601	1267
161	605	1263
162	609	1259
163	612	1255
164	617	1252
165	620	1248
166	624	1245
167	628	1241
168	632	1239
169	637	1236
170	640	1232
171	644	1229
172	648	1225
