iter	Passed	Remaining
0	21	86039
1	49	98698
2	75	101018
3	101	101254
4	126	100930
5	150	99915
6	176	100681
7	199	99704
8	219	97470
9	231	92480
10	257	93298
11	282	93761
12	312	95919
13	340	96851
14	362	96386
15	386	96175
16	414	97100
17	445	98583
18	468	98250
19	493	98110
20	516	97940
21	544	98420
22	574	99261
23	596	98865
24	621	98774
25	644	98448
26	668	98401
27	692	98190
28	719	98502
29	740	98002
30	762	97664
31	786	97574
32	806	96964
33	828	96610
34	849	96270
35	870	95903
36	893	95681
37	913	95284
38	933	94807
39	955	94641
40	979	94617
41	1001	94362
42	1021	93998
43	1044	93868
44	1070	94066
45	1096	94282
46	1127	94862
47	1151	94789
48	1174	94711
49	1198	94656
50	1219	94430
51	1241	94263
52	1262	94051
53	1284	93833
54	1307	93751
55	1330	93682
56	1351	93520
57	1370	93151
58	1394	93165
59	1421	93319
60	1444	93281
61	1469	93365
62	1493	93331
63	1515	93215
64	1538	93163
65	1560	93021
66	1582	92878
67	1602	92686
68	1626	92676
69	1650	92658
70	1671	92521
71	1696	92529
72	1717	92376
73	1740	92342
74	1763	92303
75	1788	92318
76	1813	92376
77	1838	92453
78	1866	92651
79	1892	92747
80	1917	92752
81	1940	92712
82	1963	92670
83	1987	92669
84	2008	92506
85	2028	92318
86	2052	92306
87	2073	92185
88	2096	92113
89	2119	92098
90	2141	91993
91	2177	92509
92	2204	92604
93	2231	92719
94	2258	92826
95	2284	92908
96	2310	92967
97	2337	93053
98	2364	93166
99	2389	93206
100	2411	93108
101	2434	93041
102	2455	92889
103	2477	92795
104	2499	92719
105	2520	92588
106	2541	92473
107	2563	92386
108	2585	92288
109	2607	92227
110	2631	92191
111	2655	92186
112	2678	92144
113	2702	92133
114	2722	91967
115	2746	91948
116	2767	91857
117	2788	91722
118	2809	91616
119	2832	91571
120	2859	91677
121	2888	91821
122	2914	91864
123	2938	91865
124	2967	91988
125	2992	92011
126	3018	92050
127	3042	92046
128	3068	92068
129	3092	92053
130	3117	92080
131	3139	91982
132	3160	91888
133	3185	91898
134	3207	91825
135	3230	91790
136	3252	91705
137	3273	91609
138	3297	91592
139	3318	91497
140	3340	91412
141	3361	91320
142	3382	91234
143	3403	91128
144	3423	91007
145	3445	90956
146	3466	90861
147	3486	90743
148	3508	90671
