iter	Logloss
0	0.6927562697
1	0.6923843451
2	0.6920224768
3	0.691668714
4	0.6912879295
5	0.6908982843
6	0.6905502912
7	0.690224284
8	0.6898790316
9	0.6894936473
10	0.6891118619
11	0.6887676722
12	0.6884479219
13	0.6881120523
14	0.6878219925
15	0.6874888336
16	0.6871775113
17	0.6868255452
18	0.6865419862
19	0.6861850016
20	0.6857985451
21	0.6854453163
22	0.6851502942
23	0.6848397132
24	0.6844673541
25	0.6841003052
26	0.6838037696
27	0.6835030896
28	0.6831436635
29	0.6828340087
30	0.6824023325
31	0.682041555
32	0.6816433611
33	0.6813365273
34	0.6810296359
35	0.6806596421
36	0.680298634
37	0.6800020091
38	0.6796382506
39	0.6793005539
40	0.678997095
41	0.6786878703
42	0.6783441209
43	0.6780559595
44	0.6777702645
45	0.6774505738
46	0.6771677812
47	0.6767966205
48	0.676463327
49	0.6761504221
50	0.6758628858
51	0.6754651509
52	0.6751962599
53	0.6748664584
54	0.6745767851
55	0.674294784
56	0.6739374948
57	0.6736363428
58	0.6733609237
59	0.6730210591
60	0.672708132
61	0.6723053433
62	0.6720064451
63	0.6716770622
64	0.6713486134
65	0.671029607
66	0.6707295643
67	0.670435812
68	0.6701184795
69	0.6698048729
70	0.6695400718
71	0.6692514739
72	0.6689832381
73	0.6686684863
74	0.6684049668
75	0.6680752527
76	0.6677880125
77	0.6674247278
78	0.6671043265
79	0.6667670722
80	0.6664664408
81	0.6662107201
82	0.6658176847
83	0.6655287254
84	0.6652693296
85	0.6649363926
86	0.6646289443
87	0.6643202023
88	0.6640073507
89	0.6637732302
90	0.6634805056
91	0.6631556009
92	0.6628870094
93	0.6625973703
94	0.66226585
95	0.6620120337
96	0.6617687606
97	0.6614814498
98	0.6611915171
99	0.6609157473
100	0.6605963333
101	0.6603021758
102	0.660019238
103	0.6597103666
104	0.6594089175
105	0.659104179
106	0.6587630801
107	0.6584298943
108	0.6580657819
109	0.6578226297
110	0.6575226601
111	0.6572705648
112	0.6569673747
113	0.6566610257
114	0.6563718648
115	0.6561214861
116	0.6557982767
117	0.6554978094
118	0.6552536915
119	0.65498549
120	0.6547028339
121	0.654464765
122	0.654179555
123	0.6539045642
124	0.6536144137
125	0.6533315695
126	0.6530216005
127	0.6526929119
128	0.652406686
129	0.6520571296
130	0.6518252038
131	0.6514988323
132	0.6511756328
133	0.6508762209
134	0.650623607
135	0.6503682912
136	0.6500868257
137	0.6497321556
138	0.6494292447
139	0.6491555353
140	0.6488434689
141	0.6485504906
142	0.6482430528
143	0.6479523248
144	0.6477125824
145	0.6473876474
146	0.6471088178
147	0.6467916511
148	0.6465352948
149	0.6462781256
150	0.6459990834
151	0.6457533511
152	0.6454716224
153	0.6452071783
154	0.6449123886
155	0.644615902
156	0.6443606976
157	0.6441076141
158	0.6438613844
159	0.6436573058
160	0.6434155787
161	0.6431859682
162	0.6429142136
163	0.6427057054
164	0.6424488221
165	0.6420724667
166	0.6417876748
167	0.6414665657
168	0.6412022048
169	0.6409547401
170	0.6406790101
171	0.640397677
172	0.6402145844
173	0.6399390169
174	0.6396704756
175	0.639442937
176	0.6392216916
177	0.6389844439
178	0.6387208459
179	0.6383968455
180	0.6381461805
181	0.6379069238
182	0.6376826431
183	0.6374328888
184	0.6371618641
185	0.6369013519
186	0.6366856309
187	0.6364755691
188	0.6362366501
189	0.6359613075
190	0.6356714518
191	0.6353972981
192	0.6350466699
193	0.6348006302
194	0.6345564551
195	0.634342994
196	0.6340429468
197	0.6337245371
198	0.6334970992
199	0.633237092
200	0.6329791356
201	0.6327975543
202	0.6325649673
203	0.632249476
204	0.6320136131
205	0.631760512
206	0.6314705249
207	0.6311718236
208	0.6309603372
209	0.6307068978
210	0.6304650215
211	0.6302397768
212	0.6300458495
213	0.6297329578
214	0.6294655196
215	0.6291427245
216	0.6288461254
217	0.628633932
218	0.6283572416
219	0.6281079293
220	0.6278337071
221	0.6275879657
222	0.6273656683
223	0.6271233772
224	0.6268489869
225	0.6266117362
226	0.6263940918
227	0.6261783081
228	0.6259626315
229	0.6257233346
230	0.6254498939
231	0.6251820016
232	0.6249410214
233	0.624673354
234	0.6244547081
235	0.6242291315
236	0.6240285868
237	0.6237997308
238	0.6235611913
239	0.6232794143
240	0.6229860314
241	0.6227481482
242	0.6223951659
243	0.6221818228
244	0.6219583499
245	0.6216958909
246	0.6214739289
247	0.621274723
248	0.6209901596
249	0.6207707415
250	0.6206194934
251	0.6203834062
252	0.6201509963
253	0.6199077745
254	0.6195804978
255	0.6193105312
256	0.6190963053
257	0.6188471766
258	0.6186100409
259	0.6183863552
260	0.6181544364
261	0.6178930427
262	0.6177194312
263	0.6175365665
264	0.6173197963
265	0.6171023857
266	0.6168702803
267	0.6165457903
268	0.6162800903
269	0.6161094134
270	0.6158227474
271	0.6156045802
272	0.6153152281
273	0.6150667838
274	0.6148278375
275	0.6145549804
276	0.6143251937
277	0.6141227192
278	0.6139347319
279	0.6137134496
280	0.6135190828
281	0.6133067615
282	0.6130806505
283	0.6128898211
284	0.6126469108
285	0.6124172214
286	0.6121559953
287	0.61194273
288	0.6116687407
289	0.6114526811
290	0.6112232531
291	0.6110042279
292	0.6107113393
293	0.6104759953
294	0.6102077188
295	0.6099779442
296	0.6097981666
297	0.6095521416
298	0.6093799127
299	0.6091685243
300	0.6089608259
301	0.608800598
302	0.608604884
303	0.6083668352
304	0.6081174969
305	0.6078879779
306	0.6076501959
307	0.6073505841
308	0.6070758431
309	0.6068129941
310	0.6065669148
311	0.606372663
312	0.6061412476
313	0.6058606925
314	0.6056296973
315	0.6054069751
316	0.6051995149
317	0.6049978719
318	0.6047662459
319	0.6045435901
320	0.6043078443
321	0.6041114494
322	0.6038285478
323	0.6036050714
324	0.6033823811
325	0.6031789422
326	0.6029388362
327	0.6027597821
328	0.6025195333
329	0.6022545184
330	0.6020114047
331	0.6017609475
332	0.6014938274
333	0.6012709526
334	0.6010605977
335	0.6008306751
336	0.6006531143
337	0.6004489117
338	0.600230891
339	0.6000201436
340	0.5998347947
341	0.5996531301
342	0.5995059206
343	0.5992774506
344	0.5990873931
345	0.5987716269
346	0.5985768255
347	0.5983367242
348	0.5981024875
349	0.5979291285
350	0.5977473022
351	0.5975370138
352	0.5973069956
353	0.5970668037
354	0.5968943816
355	0.5966220913
356	0.5964555719
357	0.5962518988
358	0.5960264071
359	0.5957571312
360	0.5955193169
361	0.5953078644
362	0.5951331131
363	0.5948868161
364	0.5946446593
365	0.5944580433
366	0.5942297803
367	0.5940799788
368	0.5938485407
369	0.5936309319
370	0.5933868145
371	0.5931734688
372	0.5929368008
373	0.5927402769
374	0.5925410213
375	0.5923297114
376	0.5921285018
377	0.5919090122
378	0.5916979699
379	0.5914447181
380	0.5912549542
381	0.5910794793
382	0.5909168128
383	0.5906999545
384	0.5904937552
385	0.5903342903
386	0.5901676234
387	0.5899534229
388	0.5897392832
389	0.5895437699
390	0.5893593542
391	0.5891941606
392	0.5890068403
393	0.5888146343
394	0.5886089425
395	0.58841362
396	0.5882543893
397	0.5880369496
398	0.5877996324
399	0.5876184185
400	0.5874192296
401	0.5872002047
402	0.5869318932
403	0.5867146412
404	0.5865369082
405	0.5863237812
406	0.5861010955
407	0.5858744021
408	0.5856945789
409	0.5855104044
410	0.5853020966
411	0.5851184138
412	0.5848974049
413	0.5846692456
414	0.5844604291
415	0.5842857868
416	0.5841087863
417	0.5839360239
418	0.5837699414
419	0.5835359569
420	0.5833228641
421	0.5830536284
422	0.5828648038
423	0.5826638917
424	0.5824846073
425	0.5823236815
426	0.5820691148
427	0.5818775688
428	0.5816817617
429	0.5815191436
430	0.5813155149
431	0.5810949447
432	0.5808896223
433	0.5807173578
434	0.5805486876
435	0.5803589758
436	0.5801722586
437	0.5800530561
438	0.5798869235
439	0.5797505722
440	0.5795645496
441	0.5794050236
442	0.5792587315
443	0.5789928423
444	0.5787756585
445	0.5785389166
446	0.5783933022
447	0.5781988715
448	0.5780632029
449	0.57787111
450	0.5777004173
451	0.5775174752
452	0.577299659
453	0.5771180738
454	0.5769651114
455	0.5767842741
456	0.5766044312
457	0.5764507817
458	0.5762484972
459	0.5760718203
460	0.5759166555
461	0.5757809452
462	0.5756300861
463	0.575497771
464	0.5753009929
465	0.5750973141
466	0.5749294962
467	0.5747360966
468	0.5746080483
469	0.5744300984
470	0.5742714888
471	0.5740807858
472	0.5739023057
473	0.5736758422
474	0.5734848467
475	0.5733061724
476	0.5731287409
477	0.5729549166
478	0.5728045456
479	0.5726612482
480	0.5724635006
481	0.5723046537
482	0.5721686061
483	0.5719958701
484	0.5718381515
485	0.5716580471
486	0.5714934699
487	0.5712742629
488	0.571098744
489	0.5709199257
490	0.570745203
491	0.5705335017
492	0.5703630683
493	0.5701833933
494	0.5699510894
495	0.5697442584
496	0.569573501
497	0.5694059499
498	0.569216495
499	0.5690485182
500	0.5688840172
501	0.5687430065
502	0.5685388107
503	0.5684231002
504	0.5682263773
505	0.5680710869
506	0.5679332145
507	0.567762857
508	0.5675788699
509	0.5674144462
510	0.5672770307
511	0.5671275661
512	0.5669980553
513	0.5668776562
514	0.5666785947
515	0.566466862
516	0.5662682667
517	0.5661182576
518	0.5659397243
519	0.5657308819
520	0.5655579691
521	0.565401582
522	0.5652557267
523	0.5650784963
524	0.5649210397
525	0.5647126338
526	0.5645475651
527	0.5643762692
528	0.5642357131
529	0.5640279063
530	0.5638560399
531	0.5636802879
532	0.5635587645
533	0.5633932847
534	0.5632188939
535	0.5630162338
536	0.5628101421
537	0.5626175062
538	0.5624347931
539	0.562259038
540	0.5620441483
541	0.5618562517
542	0.5616716936
543	0.5615415199
544	0.5613642428
545	0.5612169084
546	0.5610317772
547	0.5608622545
548	0.5606913179
549	0.5605362729
550	0.5603751869
551	0.5601857101
552	0.5600257963
553	0.559896095
554	0.5597254084
555	0.5595499633
556	0.5593876149
557	0.5592202869
558	0.559079181
559	0.5589221607
560	0.5587466108
561	0.5585279006
562	0.558411313
563	0.5582632398
564	0.5581244827
565	0.5579883514
566	0.5578917187
567	0.5577508087
568	0.5576546607
569	0.5575073032
570	0.5573409303
571	0.5571854019
572	0.5570383708
573	0.5568715418
574	0.5567349626
575	0.5566153887
576	0.5564892761
577	0.5562825458
578	0.5561446571
579	0.5560118605
580	0.5558889754
581	0.5557498079
582	0.5556150613
583	0.5554681921
584	0.5552961175
585	0.5551223713
586	0.5549847729
587	0.5548331137
588	0.5546934562
589	0.5545235959
590	0.5543533126
591	0.554207818
592	0.5540874528
593	0.5539514444
594	0.5537643103
595	0.5535971599
596	0.5533711785
597	0.5532240991
598	0.553084624
599	0.5529418399
600	0.5528078179
601	0.5526925596
602	0.5525528732
603	0.5523804133
604	0.5521941388
605	0.5520623501
606	0.5519110618
607	0.5517430301
608	0.551605877
609	0.5514419668
610	0.5512777831
611	0.5511055296
612	0.5509636274
613	0.5507801514
614	0.5506523437
615	0.5505250358
616	0.5503821514
617	0.550226328
618	0.5500798967
619	0.549923992
620	0.5497364171
621	0.5495940535
622	0.5494877621
623	0.5492855447
624	0.5491846914
625	0.5490509162
626	0.5489175752
627	0.5487466224
628	0.5486293247
629	0.5484460191
630	0.5482924471
631	0.5481963538
632	0.5480730197
633	0.5479656224
634	0.5478144176
635	0.5475942661
636	0.5474585278
637	0.5473467408
638	0.5472063743
639	0.547025143
640	0.546881213
641	0.546732995
642	0.5465908213
643	0.5463729469
644	0.5462533157
645	0.5460649524
646	0.5459215632
647	0.5457814859
648	0.5456335903
649	0.5454974757
650	0.5453328724
651	0.5451740348
652	0.5450117947
653	0.5448442593
654	0.5447219524
655	0.5445718508
656	0.5444623155
657	0.5443435252
658	0.5442309485
659	0.5440589529
660	0.543967168
661	0.5438170586
662	0.5436395775
663	0.5434831805
664	0.5433265613
665	0.5432277346
666	0.5430611573
667	0.5429370823
668	0.542821895
669	0.5427094057
670	0.542569316
671	0.542424279
672	0.5423240739
673	0.5421781987
674	0.5420210563
675	0.5418411738
676	0.5416919505
677	0.5415604651
678	0.5414019906
679	0.5412613376
680	0.5411080693
681	0.5409849592
682	0.5408387605
683	0.5407085802
684	0.5405750537
